CryptoDozer,0xBd13e53255eF917DA7557db1B7D2d5C38a2EFe24,2184,Integer Overflow,High,"transferAll(address,uint256[])",2184,101,3542,672
CryptoDozer,0xBd13e53255eF917DA7557db1B7D2d5C38a2EFe24,2186,Integer Overflow,High,"transferAll(address,uint256[])",2186,101,3542,672
CryptoDozer,0x5f5b176553e51171826D1A62e540bC30422C7717
CryptoElements,0x67123aFd93DD99C2B7587eA506843bfD9485D95e,1376,Integer Overflow,High,tokensOfOwner(address),1376,101,3904,1548
CryptoElements,0x67123aFd93DD99C2B7587eA506843bfD9485D95e,1397,Integer Overflow,High,tokensOfOwner(address),1397,101,4414,1682
CryptoElements,0x67123aFd93DD99C2B7587eA506843bfD9485D95e,1413,Integer Overflow,High,tokensOfOwner(address),1413,101,4414,1682
CryptoEmojis,0x3793ea257ad168ef1b4d0ed56464f9b0ab388c12,1053,Exception State,Low,fallback,1053,110,994,616
CryptoEmojis,0x3793ea257ad168ef1b4d0ed56464f9b0ab388c12,1318,Exception State,Low,codepointsOf(uint256),1318,110,1038,660
CryptoEmojis,0x3793ea257ad168ef1b4d0ed56464f9b0ab388c12,2082,Exception State,Low,ownerOf(uint256),2082,110,808,713
CryptoEmojis,0x3793ea257ad168ef1b4d0ed56464f9b0ab388c12,2416,Exception State,Low,priceOf(uint256),2416,110,918,823
CryptoEmojis,0x3793ea257ad168ef1b4d0ed56464f9b0ab388c12,2459,Exception State,Low,buy(uint256),2459,110,924,829
CryptoEmojis,0x3793ea257ad168ef1b4d0ed56464f9b0ab388c12,3192,Exception State,Low,"setPrice(uint256,uint256)",3192,110,962,867
CryptoEmpirez,0xb5e0b11ecd4e033ebaf09399328b7f954bf34208,1219,Exception State,Low,_function_0x10643edc,1219,110,965,680
CryptoEmpirez,0xb5e0b11ecd4e033ebaf09399328b7f954bf34208,4335,Exception State,Low,"getCompletedFlag(uint16,uint16)",4335,110,1935,1084
CryptoEmpirez,0xb5e0b11ecd4e033ebaf09399328b7f954bf34208,1219,Exception State,Low,_function_0x10643edc,1219,110,965,680
CryptoEmpirez,0xb5e0b11ecd4e033ebaf09399328b7f954bf34208,4335,Exception State,Low,"getCompletedFlag(uint16,uint16)",4335,110,1935,1084
CryptoFighters,0x7192bb75777dab47ef6fbf6f6c0e4bcbb2294f38,2015,Exception State,Low,lastGen0SalePrices(uint256),2015,110,348,253
CryptoFighters,0x87d598064c736dd0c712d329afcfaa0ccc1921a1,9926,Exception State,Low,getFighter(uint256),9926,110,1447,1352
CryptoFighters,0x9106708eb08a6fca144bcb45f8bcd020f903c0f5,3717,Exception State,Low,getTeam(uint256),3717,110,1039,661
CryptoFighters,0x9106708eb08a6fca144bcb45f8bcd020f903c0f5,4218,Exception State,Low,"genToExtraStats(uint256,uint256)",4218,110,2433,1018
CryptoFighters,0x9106708eb08a6fca144bcb45f8bcd020f903c0f5,4955,Exception State,Low,prizeCooldowns(uint256),4955,110,436,341
CryptoFighters,0x9106708eb08a6fca144bcb45f8bcd020f903c0f5,5107,Exception State,Low,_function_0x3ed2b77a,5107,110,880,785
CryptoFighters,0x9106708eb08a6fca144bcb45f8bcd020f903c0f5,5374,Exception State,Low,_function_0x454f3434,5374,110,924,829
CryptoFighters,0x9106708eb08a6fca144bcb45f8bcd020f903c0f5,6735,Exception State,Low,extraStatsForGen(uint256),6735,110,788,693
CryptoFights,0xd522471ab9f089884be55df4602b72e23c53edc2,505,Multiple Calls in a Single Transaction,Medium,_function_0x84818519,505,113,132920,19384
CryptoFights,0xd522471ab9f089884be55df4602b72e23c53edc2,2058,External Call To Fixed Address,Low,_function_0x84818519,2058,107,41135,4497
CryptoFights,0xd522471ab9f089884be55df4602b72e23c53edc2,2395,External Call To User-Supplied Address,Medium,_function_0x84818519,2395,107,132278,18713
CryptoFights,0xd522471ab9f089884be55df4602b72e23c53edc2,2908,External Call To Fixed Address,Low,_function_0x84818519,2908,107,3127,1901
CryptoFights,0xd522471ab9f089884be55df4602b72e23c53edc2,2968,Exception State,Low,_function_0x84818519,2968,110,168319,20048
CryptoFights,0x87fd975ff21c9d3966e6abb7fd8973b8b213a569,2158,Integer Overflow,High,fallback,2158,101,3635,1564
CryptoFights,0x87fd975ff21c9d3966e6abb7fd8973b8b213a569,2663,Exception State,Low,getHero(uint256),2663,110,1149,724
CryptoFights,0x87fd975ff21c9d3966e6abb7fd8973b8b213a569,5702,Integer Overflow,High,"[link_classic_internal(uint64,int64), symbol()] (ambiguous)",5702,101,4251,2180
